date,geography_code,geography_name,age_detailed,sex,ethnicity_group,personal_and_community_development_learning,neighbourhood_learning_in_deprived_communities,family_english_maths_and_language,wider_family_learning,total,ach_total,ach_personal_and_community_development_learning,ach_neighbourhood_learning_in_deprived_communities,ach_family_english_maths_and_language,ach_wider_family_learning
2021/22,E08000033,Calderdale,Unknown,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000033,Calderdale,Unknown,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000033,Calderdale,Unknown,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000033,Calderdale,Unknown,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000033,Calderdale,Unknown,Female,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E08000033,Calderdale,Unknown,Female,White,low,low,low,low,low,low,low,low,low,low
2021/22,E08000033,Calderdale,Unknown,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000033,Calderdale,Unknown,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000033,Calderdale,Unknown,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000033,Calderdale,Unknown,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000033,Calderdale,Unknown,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000033,Calderdale,Unknown,Male,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E08000033,Calderdale,Unknown,Male,White,low,low,low,low,low,low,low,low,low,low
2021/22,E08000033,Calderdale,Unknown,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000033,Calderdale,Unknown,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000033,Calderdale,Unknown,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000033,Calderdale,Unknown,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000033,Calderdale,Unknown,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000033,Calderdale,Unknown,Total,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E08000033,Calderdale,Unknown,Total,White,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,19-24,Female,Asian/ Asian British,30,low,low,10,40,30,30,low,low,10
2021/22,E08000034,Kirklees,19-24,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,19-24,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,10,10,low,low,low,low
2021/22,E08000034,Kirklees,19-24,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,19-24,Female,Other Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E08000034,Kirklees,19-24,Female,Total,60,20,low,10,90,80,60,20,low,10
2021/22,E08000034,Kirklees,19-24,Female,White,20,10,low,low,40,40,20,10,low,low
2021/22,E08000034,Kirklees,19-24,Male,Asian/ Asian British,10,low,low,low,10,10,10,low,low,low
2021/22,E08000034,Kirklees,19-24,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,19-24,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,19-24,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,19-24,Male,Other Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E08000034,Kirklees,19-24,Male,Total,40,10,low,10,60,60,40,10,low,10
2021/22,E08000034,Kirklees,19-24,Male,White,20,10,low,10,30,30,20,10,low,10
2021/22,E08000034,Kirklees,19-24,Total,Asian/ Asian British,40,10,low,10,50,50,40,10,low,10
2021/22,E08000034,Kirklees,19-24,Total,Black/African/Caribbean/Black British,low,low,low,low,10,10,low,low,low,low
2021/22,E08000034,Kirklees,19-24,Total,Mixed/ Multiple Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E08000034,Kirklees,19-24,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,19-24,Total,Other Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E08000034,Kirklees,19-24,Total,Total,100,30,low,20,150,140,90,30,low,20
2021/22,E08000034,Kirklees,19-24,Total,White,40,20,low,10,70,70,40,20,low,10
2021/22,E08000034,Kirklees,25-34,Female,Asian/ Asian British,120,20,low,50,170,160,100,10,low,50
2021/22,E08000034,Kirklees,25-34,Female,Black/African/Caribbean/Black British,10,low,low,10,10,10,low,low,low,10
2021/22,E08000034,Kirklees,25-34,Female,Mixed/ Multiple Ethnic Group,10,low,low,low,20,10,10,low,low,low
2021/22,E08000034,Kirklees,25-34,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,25-34,Female,Other Ethnic Group,20,low,low,low,20,20,20,low,low,low
2021/22,E08000034,Kirklees,25-34,Female,Total,280,30,10,80,380,340,240,30,10,80
2021/22,E08000034,Kirklees,25-34,Female,White,120,10,low,20,150,140,110,10,low,20
2021/22,E08000034,Kirklees,25-34,Male,Asian/ Asian British,40,low,low,low,40,30,30,low,low,low
2021/22,E08000034,Kirklees,25-34,Male,Black/African/Caribbean/Black British,low,low,low,low,10,10,low,low,low,low
2021/22,E08000034,Kirklees,25-34,Male,Mixed/ Multiple Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E08000034,Kirklees,25-34,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,25-34,Male,Other Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E08000034,Kirklees,25-34,Male,Total,100,10,low,10,120,110,100,10,low,10
2021/22,E08000034,Kirklees,25-34,Male,White,50,low,low,10,60,60,50,low,low,10
2021/22,E08000034,Kirklees,25-34,Total,Asian/ Asian British,150,20,low,50,210,190,140,10,low,50
2021/22,E08000034,Kirklees,25-34,Total,Black/African/Caribbean/Black British,10,low,low,10,20,20,10,low,low,10
2021/22,E08000034,Kirklees,25-34,Total,Mixed/ Multiple Ethnic Group,20,low,low,low,20,20,10,low,low,low
2021/22,E08000034,Kirklees,25-34,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,25-34,Total,Other Ethnic Group,30,10,low,low,30,30,30,low,low,low
2021/22,E08000034,Kirklees,25-34,Total,Total,380,40,10,90,500,450,340,30,10,90
2021/22,E08000034,Kirklees,25-34,Total,White,170,10,low,30,210,190,160,10,low,30
2021/22,E08000034,Kirklees,35-44,Female,Asian/ Asian British,190,20,low,40,230,220,180,20,low,40
2021/22,E08000034,Kirklees,35-44,Female,Black/African/Caribbean/Black British,10,low,low,10,20,20,10,low,low,10
2021/22,E08000034,Kirklees,35-44,Female,Mixed/ Multiple Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E08000034,Kirklees,35-44,Female,Not Provided,10,low,low,low,10,10,10,low,low,low
2021/22,E08000034,Kirklees,35-44,Female,Other Ethnic Group,30,low,low,10,30,30,30,low,low,10
2021/22,E08000034,Kirklees,35-44,Female,Total,400,30,10,90,500,460,370,30,10,90
2021/22,E08000034,Kirklees,35-44,Female,White,160,10,low,40,200,170,140,10,low,30
2021/22,E08000034,Kirklees,35-44,Male,Asian/ Asian British,40,low,low,10,40,40,40,low,low,10
2021/22,E08000034,Kirklees,35-44,Male,Black/African/Caribbean/Black British,10,low,low,low,10,10,10,low,low,low
2021/22,E08000034,Kirklees,35-44,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,35-44,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,35-44,Male,Other Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E08000034,Kirklees,35-44,Male,Total,90,10,low,10,100,100,80,low,low,10
2021/22,E08000034,Kirklees,35-44,Male,White,30,low,low,10,40,40,30,low,low,10
2021/22,E08000034,Kirklees,35-44,Total,Asian/ Asian British,230,20,low,50,270,260,210,20,low,40
2021/22,E08000034,Kirklees,35-44,Total,Black/African/Caribbean/Black British,20,low,low,10,30,20,20,low,low,10
2021/22,E08000034,Kirklees,35-44,Total,Mixed/ Multiple Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E08000034,Kirklees,35-44,Total,Not Provided,10,low,low,low,10,10,10,low,low,low
2021/22,E08000034,Kirklees,35-44,Total,Other Ethnic Group,30,low,low,10,40,40,30,low,low,10
2021/22,E08000034,Kirklees,35-44,Total,Total,490,30,10,110,600,550,450,30,10,100
2021/22,E08000034,Kirklees,35-44,Total,White,190,10,low,40,240,220,170,10,low,40
2021/22,E08000034,Kirklees,45-59,Female,Asian/ Asian British,90,20,low,20,120,110,80,20,low,20
2021/22,E08000034,Kirklees,45-59,Female,Black/African/Caribbean/Black British,20,low,low,low,20,20,20,low,low,low
2021/22,E08000034,Kirklees,45-59,Female,Mixed/ Multiple Ethnic Group,10,low,low,low,10,10,low,low,low,low
2021/22,E08000034,Kirklees,45-59,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,45-59,Female,Other Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E08000034,Kirklees,45-59,Female,Total,350,50,low,60,430,390,310,40,low,50
2021/22,E08000034,Kirklees,45-59,Female,White,220,20,low,30,270,240,200,20,low,30
2021/22,E08000034,Kirklees,45-59,Male,Asian/ Asian British,10,low,low,low,10,10,10,low,low,low
2021/22,E08000034,Kirklees,45-59,Male,Black/African/Caribbean/Black British,low,low,low,low,10,10,low,low,low,low
2021/22,E08000034,Kirklees,45-59,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,45-59,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,45-59,Male,Other Ethnic Group,low,low,low,low,10,10,low,low,low,low
2021/22,E08000034,Kirklees,45-59,Male,Total,80,20,low,10,110,100,70,20,low,10
2021/22,E08000034,Kirklees,45-59,Male,White,60,20,low,10,80,70,50,20,low,10
2021/22,E08000034,Kirklees,45-59,Total,Asian/ Asian British,100,20,low,20,130,120,90,20,low,20
2021/22,E08000034,Kirklees,45-59,Total,Black/African/Caribbean/Black British,20,10,low,low,30,30,20,low,low,low
2021/22,E08000034,Kirklees,45-59,Total,Mixed/ Multiple Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E08000034,Kirklees,45-59,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,45-59,Total,Other Ethnic Group,10,low,low,low,20,20,10,low,low,low
2021/22,E08000034,Kirklees,45-59,Total,Total,430,70,low,60,540,490,380,60,low,60
2021/22,E08000034,Kirklees,45-59,Total,White,280,40,low,40,350,310,250,40,low,30
2021/22,E08000034,Kirklees,60+,Female,Asian/ Asian British,30,10,low,low,30,30,30,10,low,low
2021/22,E08000034,Kirklees,60+,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,60+,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,60+,Female,Not Provided,low,low,low,low,10,10,low,low,low,low
2021/22,E08000034,Kirklees,60+,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,60+,Female,Total,190,10,low,20,210,200,180,10,low,20
2021/22,E08000034,Kirklees,60+,Female,White,150,10,low,10,170,160,140,low,low,10
2021/22,E08000034,Kirklees,60+,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,60+,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,60+,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,60+,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,60+,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,60+,Male,Total,50,20,low,low,70,70,50,20,low,low
2021/22,E08000034,Kirklees,60+,Male,White,50,20,low,low,70,70,50,20,low,low
2021/22,E08000034,Kirklees,60+,Total,Asian/ Asian British,30,10,low,low,30,30,30,10,low,low
2021/22,E08000034,Kirklees,60+,Total,Black/African/Caribbean/Black British,10,low,low,low,10,10,10,low,low,low
2021/22,E08000034,Kirklees,60+,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,60+,Total,Not Provided,low,low,low,low,10,10,low,low,low,low
2021/22,E08000034,Kirklees,60+,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,60+,Total,Total,240,30,low,20,280,270,230,30,low,20
2021/22,E08000034,Kirklees,60+,Total,White,200,20,low,20,240,220,190,20,low,20
2021/22,E08000034,Kirklees,Total,Female,Asian/ Asian British,450,60,10,120,580,540,410,60,10,120
2021/22,E08000034,Kirklees,Total,Female,Black/African/Caribbean/Black British,40,10,low,10,60,50,40,10,low,10
2021/22,E08000034,Kirklees,Total,Female,Mixed/ Multiple Ethnic Group,30,10,low,10,50,40,20,10,low,10
2021/22,E08000034,Kirklees,Total,Female,Not Provided,20,low,low,10,30,20,20,low,low,10
2021/22,E08000034,Kirklees,Total,Female,Other Ethnic Group,60,10,low,10,70,70,60,10,low,10
2021/22,E08000034,Kirklees,Total,Female,Total,1280,140,20,260,1610,1460,1160,130,10,250
2021/22,E08000034,Kirklees,Total,Female,White,680,60,low,100,820,740,610,50,low,100
2021/22,E08000034,Kirklees,Total,Male,Asian/ Asian British,90,10,low,10,110,100,90,10,low,10
2021/22,E08000034,Kirklees,Total,Male,Black/African/Caribbean/Black British,20,10,low,low,20,20,20,10,low,low
2021/22,E08000034,Kirklees,Total,Male,Mixed/ Multiple Ethnic Group,10,low,low,low,20,20,10,low,low,low
2021/22,E08000034,Kirklees,Total,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Total,Male,Other Ethnic Group,30,10,low,low,30,20,20,low,low,low
2021/22,E08000034,Kirklees,Total,Male,Total,360,70,low,40,470,440,340,60,low,40
2021/22,E08000034,Kirklees,Total,Male,White,210,50,low,30,280,270,200,40,low,30
2021/22,E08000034,Kirklees,Total,Total,Asian/ Asian British,540,70,10,130,690,640,500,70,10,130
2021/22,E08000034,Kirklees,Total,Total,Black/African/Caribbean/Black British,60,10,low,20,80,70,50,10,low,10
2021/22,E08000034,Kirklees,Total,Total,Mixed/ Multiple Ethnic Group,40,10,low,10,60,50,40,10,low,10
2021/22,E08000034,Kirklees,Total,Total,Not Provided,20,low,low,10,30,20,20,low,low,10
2021/22,E08000034,Kirklees,Total,Total,Other Ethnic Group,90,10,low,10,100,90,80,10,low,10
2021/22,E08000034,Kirklees,Total,Total,Total,1640,210,20,300,2070,1900,1490,190,20,290
2021/22,E08000034,Kirklees,Total,Total,White,890,100,10,130,1110,1010,800,90,low,130
2021/22,E08000034,Kirklees,Under 19,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Female,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Female,White,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Male,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Male,White,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Total,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Under 19,Total,White,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Female,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Female,White,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Male,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Male,White,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Total,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E08000034,Kirklees,Unknown,Total,White,low,low,low,low,low,low,low,low,low,low
2021/22,E08000035,Leeds,19-24,Female,Asian/ Asian British,10,40,low,low,50,40,10,30,low,low
2021/22,E08000035,Leeds,19-24,Female,Black/African/Caribbean/Black British,20,30,low,low,50,40,20,30,low,low
2021/22,E08000035,Leeds,19-24,Female,Mixed/ Multiple Ethnic Group,10,10,low,low,20,10,low,10,low,low
2021/22,E08000035,Leeds,19-24,Female,Not Provided,low,low,low,low,10,10,low,low,low,low
2021/22,E08000035,Leeds,19-24,Female,Other Ethnic Group,low,20,low,low,20,20,low,10,low,low
2021/22,E08000035,Leeds,19-24,Female,Total,90,160,10,10,260,220,70,140,10,low
2021/22,E08000035,Leeds,19-24,Female,White,50,60,10,10,120,100,40,60,10,low
2021/22,E08000035,Leeds,19-24,Male,Asian/ Asian British,low,10,low,low,10,10,low,10,low,low
2021/22,E08000035,Leeds,19-24,Male,Black/African/Caribbean/Black British,20,10,low,low,30,20,10,10,low,low
2021/22,E08000035,Leeds,19-24,Male,Mixed/ Multiple Ethnic Group,10,10,low,low,10,10,10,10,low,low
2021/22,E08000035,Leeds,19-24,Male,Not Provided,10,low,low,low,10,low,low,low,low,low
2021/22,E08000035,Leeds,19-24,Male,Other Ethnic Group,20,20,low,low,40,30,10,10,low,low
2021/22,E08000035,Leeds,19-24,Male,Total,80,80,low,low,160,130,60,60,low,low
2021/22,E08000035,Leeds,19-24,Male,White,30,30,low,low,60,60,30,30,low,low
2021/22,E08000035,Leeds,19-24,Total,Asian/ Asian British,10,50,low,low,60,50,10,40,low,low
2021/22,E08000035,Leeds,19-24,Total,Black/African/Caribbean/Black British,30,40,low,low,80,60,30,30,low,low
2021/22,E08000035,Leeds,19-24,Total,Mixed/ Multiple Ethnic Group,10,10,low,low,30,20,10,10,low,low
2021/22,E08000035,Leeds,19-24,Total,Not Provided,10,low,low,low,10,10,10,low,low,low
2021/22,E08000035,Leeds,19-24,Total,Other Ethnic Group,20,40,low,low,60,50,20,30,low,low
2021/22,E08000035,Leeds,19-24,Total,Total,170,240,20,10,420,350,140,200,10,10
2021/22,E08000035,Leeds,19-24,Total,White,80,90,10,10,180,160,70,80,10,10
2021/22,E08000035,Leeds,25-34,Female,Asian/ Asian British,30,150,60,low,230,180,20,130,40,low
2021/22,E08000035,Leeds,25-34,Female,Black/African/Caribbean/Black British,50,130,20,low,200,170,40,110,20,low
2021/22,E08000035,Leeds,25-34,Female,Mixed/ Multiple Ethnic Group,20,20,low,low,40,30,20,20,low,low
2021/22,E08000035,Leeds,25-34,Female,Not Provided,10,10,low,low,10,10,low,low,low,low
2021/22,E08000035,Leeds,25-34,Female,Other Ethnic Group,20,90,10,low,110,100,20,80,low,low
2021/22,E08000035,Leeds,25-34,Female,Total,260,540,130,low,900,760,210,470,100,low
2021/22,E08000035,Leeds,25-34,Female,White,130,140,40,low,310,270,110,130,40,low
2021/22,E08000035,Leeds,25-34,Male,Asian/ Asian British,30,20,low,low,50,40,20,20,low,low
2021/22,E08000035,Leeds,25-34,Male,Black/African/Caribbean/Black British,20,70,low,low,80,60,10,50,low,low
2021/22,E08000035,Leeds,25-34,Male,Mixed/ Multiple Ethnic Group,10,10,low,low,10,10,10,10,low,low
2021/22,E08000035,Leeds,25-34,Male,Not Provided,10,low,low,low,10,10,low,low,low,low
2021/22,E08000035,Leeds,25-34,Male,Other Ethnic Group,10,40,low,low,40,20,low,20,low,low
2021/22,E08000035,Leeds,25-34,Male,Total,140,170,10,low,300,220,110,120,10,low
2021/22,E08000035,Leeds,25-34,Male,White,70,30,low,low,100,80,60,20,low,low
2021/22,E08000035,Leeds,25-34,Total,Asian/ Asian British,60,180,60,low,280,230,50,150,40,low
2021/22,E08000035,Leeds,25-34,Total,Black/African/Caribbean/Black British,60,200,20,low,280,230,50,160,20,low
2021/22,E08000035,Leeds,25-34,Total,Mixed/ Multiple Ethnic Group,20,30,low,low,50,40,20,20,low,low
2021/22,E08000035,Leeds,25-34,Total,Not Provided,10,10,low,low,20,10,10,10,low,low
2021/22,E08000035,Leeds,25-34,Total,Other Ethnic Group,30,120,10,low,160,120,20,100,low,low
2021/22,E08000035,Leeds,25-34,Total,Total,390,710,130,low,1200,990,320,590,110,low
2021/22,E08000035,Leeds,25-34,Total,White,210,170,50,low,410,360,180,150,40,low
2021/22,E08000035,Leeds,35-44,Female,Asian/ Asian British,50,170,60,low,260,220,40,140,40,low
2021/22,E08000035,Leeds,35-44,Female,Black/African/Caribbean/Black British,40,130,20,low,170,140,30,110,10,low
2021/22,E08000035,Leeds,35-44,Female,Mixed/ Multiple Ethnic Group,20,20,low,low,40,30,10,10,low,low
2021/22,E08000035,Leeds,35-44,Female,Not Provided,10,20,low,low,20,20,10,10,low,low
2021/22,E08000035,Leeds,35-44,Female,Other Ethnic Group,40,100,low,low,140,110,30,70,low,low
2021/22,E08000035,Leeds,35-44,Female,Total,310,520,120,10,930,760,250,430,100,10
2021/22,E08000035,Leeds,35-44,Female,White,150,100,40,10,290,240,130,80,30,10
2021/22,E08000035,Leeds,35-44,Male,Asian/ Asian British,20,40,10,low,60,40,10,20,10,low
2021/22,E08000035,Leeds,35-44,Male,Black/African/Caribbean/Black British,10,40,low,low,50,40,10,30,low,low
2021/22,E08000035,Leeds,35-44,Male,Mixed/ Multiple Ethnic Group,low,10,low,low,10,10,low,10,low,low
2021/22,E08000035,Leeds,35-44,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E08000035,Leeds,35-44,Male,Other Ethnic Group,10,40,low,low,50,40,10,30,low,low
2021/22,E08000035,Leeds,35-44,Male,Total,110,140,10,low,260,200,80,110,10,low
2021/22,E08000035,Leeds,35-44,Male,White,60,20,low,low,90,70,50,20,low,low
2021/22,E08000035,Leeds,35-44,Total,Asian/ Asian British,70,210,60,low,320,250,50,170,50,low
2021/22,E08000035,Leeds,35-44,Total,Black/African/Caribbean/Black British,50,160,20,low,220,190,40,140,20,low
2021/22,E08000035,Leeds,35-44,Total,Mixed/ Multiple Ethnic Group,20,20,low,low,50,40,10,20,low,low
2021/22,E08000035,Leeds,35-44,Total,Not Provided,10,20,low,low,30,20,10,10,low,low
2021/22,E08000035,Leeds,35-44,Total,Other Ethnic Group,50,140,low,low,200,150,40,100,low,low
2021/22,E08000035,Leeds,35-44,Total,Total,410,670,140,20,1190,960,330,540,110,10
2021/22,E08000035,Leeds,35-44,Total,White,210,120,50,10,380,320,180,100,40,10
2021/22,E08000035,Leeds,45-59,Female,Asian/ Asian British,30,80,10,low,120,90,20,70,10,low
2021/22,E08000035,Leeds,45-59,Female,Black/African/Caribbean/Black British,40,60,10,low,100,80,30,50,10,low
2021/22,E08000035,Leeds,45-59,Female,Mixed/ Multiple Ethnic Group,20,10,low,low,30,30,20,10,low,low
2021/22,E08000035,Leeds,45-59,Female,Not Provided,10,low,low,low,10,10,10,low,low,low
2021/22,E08000035,Leeds,45-59,Female,Other Ethnic Group,20,40,low,low,50,50,20,30,low,low
2021/22,E08000035,Leeds,45-59,Female,Total,360,260,30,low,630,510,290,210,20,low
2021/22,E08000035,Leeds,45-59,Female,White,250,70,10,low,330,260,200,50,10,low
2021/22,E08000035,Leeds,45-59,Male,Asian/ Asian British,10,20,low,low,40,30,10,20,low,low
2021/22,E08000035,Leeds,45-59,Male,Black/African/Caribbean/Black British,10,20,low,low,30,30,10,20,low,low
2021/22,E08000035,Leeds,45-59,Male,Mixed/ Multiple Ethnic Group,low,10,low,low,10,low,low,low,low,low
2021/22,E08000035,Leeds,45-59,Male,Not Provided,low,low,low,low,10,low,low,low,low,low
2021/22,E08000035,Leeds,45-59,Male,Other Ethnic Group,10,30,low,low,30,30,10,20,low,low
2021/22,E08000035,Leeds,45-59,Male,Total,150,110,10,low,250,210,130,80,low,low
2021/22,E08000035,Leeds,45-59,Male,White,110,20,low,low,130,110,100,20,low,low
2021/22,E08000035,Leeds,45-59,Total,Asian/ Asian British,40,110,10,low,150,120,30,90,10,low
